ID,Tenant Code,Trade Name,Tin,Document Type,GL Account,Doc. No.,Ref. No.,Posting Date,Due Date,Bank Code,Bank Name,Debit,Credit
227148,ICM-LT000221,REFRESHMENTS,,Payment,Security Deposit Payable,P0011704,GL0014054,2021-12-31,0000-00-00,,,3746.89,0
227209,ICM-LT000904,Musashi Takoyaki,,Payment,Security Deposit Payable,PR041703,GL0035894,2022-01-07,0000-00-00,B-007,Land Bank of the Philippines,0,-6000.00
233774,ICM-LT000221,REFRESHMENTS,,Payment,Security Deposit Payable,PR041911,GL0036733,2022-02-17,0000-00-00,B-007,Land Bank of the Philippines,0,-15000.00
243698,ICM-LT001545,St. Jude Medical Clinic,,Payment,Security Deposit Payable,PR042057,GL0038084,2022-04-01,0000-00-00,B-007,Land Bank of the Philippines,0,-120000.00
243704,ICM-LT001544,A and S Driving School,,Payment,Security Deposit Payable,PR042056,GL0038087,2022-04-01,0000-00-00,B-007,Land Bank of the Philippines,0,-186516.00
257134,ICM-LT001549,Aquaflask,,Payment,Security Deposit Payable-Preop Clearing,UFT0005089,GL0039831,2022-04-13,0000-00-00,B-022,Banks of the Philippine Islands,0,-48000.00
246213,ICM-LT001556,Chatime,,Payment,Security Deposit Payable,PR042123,GL0038340,2022-04-20,0000-00-00,B-007,Land Bank of the Philippines,0,-143448.00
252015,ICM-LT001125,Panglao Gift Shop,,Payment,Security Deposit Payable,PR042207,GL0039102,2022-05-14,0000-00-00,B-007,Land Bank of the Philippines,0,-45000.00
256541,ICM-LT001594,Gents Style Stamping Services,,Payment,Security Deposit Payable,PR042263,GL0039746,2022-06-01,0000-00-00,B-007,Land Bank of the Philippines,0,-45000.00
262370,ICM-LT001589,Alberto Shoes,,Payment,Security Deposit Payable-Preop Clearing,UFT0005210,GL0040551,2022-06-02,0000-00-00,B-022,Banks of the Philippine Islands,0,-420552.00
257132,ICM-LT001557,Kenny Rogers Roasters,,Payment,Security Deposit Payable-Preop Clearing,UFT0005088,GL0039830,2022-06-06,0000-00-00,B-022,Banks of the Philippine Islands,0,-201600.00
257333,ICM-LT001583,Sprinto,,Payment,Security Deposit Payable-Preop Clearing,UFT0005091,GL0039853,2022-06-08,0000-00-00,B-022,Banks of the Philippine Islands,0,-54000.00
257337,ICM-LT001582,Synchro,,Payment,Security Deposit Payable-Preop Clearing,UFT0005092,GL0039855,2022-06-08,0000-00-00,B-022,Banks of the Philippine Islands,0,-54000.00
258919,ICM-LT001639,Churrosimo Food and Beverage Stall,,Payment,Security Deposit Payable-Preop Clearing,UFT0005171,GL0039920,2022-06-20,0000-00-00,B-022,Banks of the Philippine Islands,0,-36000.00
268587,ICM-LT000035,GLOBE TELECOM INC,,Payment,Security Deposit Payable-ARNTI,IP0000195,GL0041392,2022-07-08,0000-00-00,,,0,-20783.94
264747,ICM-LT001590,Relx Vape,,Payment,Security Deposit Payable-Preop Clearing,UFT0005298,GL0040742,2022-07-14,0000-00-00,B-022,Banks of the Philippine Islands,0,-54000.00
